"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"null","[Dot display: left=300, right=250, diff=50]","null","numerosity","html-keyboard-response","14","120274","0.0-6.0-1.1","30","female","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3642.9000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","15","123920","0.0-6.0-2.1","30","female","","-1","-1","","","","left","57.75","57.75","50","true","19","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","16","124310","0.0-6.0-0.2","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=250, diff=50]","null","numerosity","html-keyboard-response","17","124820","0.0-6.0-1.2","30","female","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2596.7999999988824","Confidence judgement (first response)","","confidence_first","html-keyboard-response","18","127420","0.0-6.0-2.2","30","female","","-1","-1","","","","right","52","50","52","false","35","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","19","127913","0.0-6.0-0.3","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=265, right=300, diff=35]","null","numerosity","html-keyboard-response","20","128419","0.0-6.0-1.3","30","female","","-1","-1","265","300","35","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2598.39999999851","Confidence judgement (first response)","","confidence_first","html-keyboard-response","21","131020","0.0-6.0-2.3","30","female","","-1","-1","","","","right","88","50","88","true","31","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","22","131281","0.0-6.0-0.4","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=269, diff=31]","null","numerosity","html-keyboard-response","23","131790","0.0-6.0-1.4","30","female","","-1","-1","300","269","31","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3227","Confidence judgement (first response)","","confidence_first","html-keyboard-response","24","135020","0.0-6.0-2.4","30","female","","-1","-1","","","","right","69.5","50","69.5","false","46","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","25","135341","0.0-6.0-0.5","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=254, diff=46]","null","numerosity","html-keyboard-response","26","135849","0.0-6.0-1.5","30","female","","-1","-1","300","254","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3218.5999999996275","Confidence judgement (first response)","","confidence_first","html-keyboard-response","27","139070","0.0-6.0-2.5","30","female","","-1","-1","","","","left","52.75","52.75","50","true","45","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","28","139308","0.0-6.0-0.6","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=255, right=300, diff=45]","null","numerosity","html-keyboard-response","29","139816","0.0-6.0-1.6","30","female","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7151.4000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","30","146970","0.0-6.0-2.6","30","female","","-1","-1","","","","right","54.5","50","54.5","true","43","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","31","147416","0.0-6.0-0.7","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=257, diff=43]","null","numerosity","html-keyboard-response","32","147925","0.0-6.0-1.7","30","female","","-1","-1","300","257","43","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1926.2000000011176","Confidence judgement (first response)","","confidence_first","html-keyboard-response","33","149855","0.0-6.0-2.7","30","female","","-1","-1","","","","left","58.25","58.25","50","true","42","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","34","150262","0.0-6.0-0.8","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=258, right=300, diff=42]","null","numerosity","html-keyboard-response","35","150769","0.0-6.0-1.8","30","female","","-1","-1","258","300","42","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2431.2999999988824","Confidence judgement (first response)","","confidence_first","html-keyboard-response","36","153204","0.0-6.0-2.8","30","female","","-1","-1","","","","right","84.25","50","84.25","true","41","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","37","153497","0.0-6.0-0.9","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=259, diff=41]","null","numerosity","html-keyboard-response","38","154004","0.0-6.0-1.9","30","female","","-1","-1","300","259","41","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3097.199999999255","Confidence judgement (first response)","","confidence_first","html-keyboard-response","39","157104","0.0-6.0-2.9","30","female","","-1","-1","","","","left","59.5","59.5","50","true","39","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","40","157533","0.0-6.0-0.10","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=261, diff=39]","null","numerosity","html-keyboard-response","41","158043","0.0-6.0-1.10","30","female","","-1","-1","300","261","39","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3225.0999999996275","Confidence judgement (first response)","","confidence_first","html-keyboard-response","42","161271","0.0-6.0-2.10","30","female","","-1","-1","","","","left","86.75","86.75","50","true","38","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","43","161679","0.0-6.0-0.11","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=262, right=300, diff=38]","null","numerosity","html-keyboard-response","44","162187","0.0-6.0-1.11","30","female","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2998","Confidence judgement (first response)","","confidence_first","html-keyboard-response","45","165188","0.0-6.0-2.11","30","female","","-1","-1","","","","right","79","50","79","true","36","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","46","165616","0.0-6.0-0.12","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=264, diff=36]","null","numerosity","html-keyboard-response","47","166125","0.0-6.0-1.12","30","female","","-1","-1","300","264","36","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2159.9000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","48","168288","0.0-6.0-2.12","30","female","","-1","-1","","","","left","71.25","71.25","50","true","35","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","49","168512","0.0-6.0-0.13","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=265, right=300, diff=35]","null","numerosity","html-keyboard-response","50","169020","0.0-6.0-1.13","30","female","","-1","-1","265","300","35","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2230.9000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","51","171253","0.0-6.0-2.13","30","female","","-1","-1","","","","right","75.5","50","75.5","true","33","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","52","171551","0.0-6.0-0.14","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=267, diff=33]","null","numerosity","html-keyboard-response","53","172059","0.0-6.0-1.14","30","female","","-1","-1","300","267","33","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3092.7999999988824","Confidence judgement (first response)","","confidence_first","html-keyboard-response","54","175154","0.0-6.0-2.14","30","female","","-1","-1","","","","right","50.75","50","50.75","false","40","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","55","175439","0.0-6.0-0.15","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=260, right=300, diff=40]","null","numerosity","html-keyboard-response","56","175947","0.0-6.0-1.15","30","female","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2554.699999999255","Confidence judgement (first response)","","confidence_first","html-keyboard-response","57","178505","0.0-6.0-2.15","30","female","","-1","-1","","","","left","52.5","52.5","50","false","44","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","58","178806","0.0-6.0-0.16","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=256, right=300, diff=44]","null","numerosity","html-keyboard-response","59","179314","0.0-6.0-1.16","30","female","","-1","-1","256","300","44","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2870.9000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","60","182188","0.0-6.0-2.16","30","female","","-1","-1","","","","left","64.75","64.75","50","false","47","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","61","182516","0.0-6.0-0.17","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=253, right=300, diff=47]","null","numerosity","html-keyboard-response","62","183023","0.0-6.0-1.17","30","female","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2228.5","Confidence judgement (first response)","","confidence_first","html-keyboard-response","63","185255","0.0-6.0-2.17","30","female","","-1","-1","","","","right","93.25","50","93.25","true","46","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","64","185522","0.0-6.0-0.18","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=254, right=300, diff=46]","null","numerosity","html-keyboard-response","65","186030","0.0-6.0-1.18","30","female","","-1","-1","254","300","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1855.3999999985099","Confidence judgement (first response)","","confidence_first","html-keyboard-response","66","187889","0.0-6.0-2.18","30","female","","-1","-1","","","","right","62.75","50","62.75","true","46","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","67","188368","0.0-6.0-0.19","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=254, diff=46]","null","numerosity","html-keyboard-response","68","188874","0.0-6.0-1.19","30","female","","-1","-1","300","254","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3444.800000000745","Confidence judgement (first response)","","confidence_first","html-keyboard-response","69","192322","0.0-6.0-2.19","30","female","","-1","-1","","","","left","50.5","50.5","50","true","45","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","70","192594","0.0-6.0-0.20","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=255, right=300, diff=45]","null","numerosity","html-keyboard-response","71","193101","0.0-6.0-1.20","30","female","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3118.4000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","72","196222","0.0-6.0-2.20","30","female","","-1","-1","","","","right","66.5","50","66.5","true","44","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","73","196513","0.0-6.0-0.21","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=256, diff=44]","null","numerosity","html-keyboard-response","74","197022","0.0-6.0-1.21","30","female","","-1","-1","300","256","44","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2464.2000000011176","Confidence judgement (first response)","","confidence_first","html-keyboard-response","75","199489","0.0-6.0-2.21","30","female","","-1","-1","","","","right","53.25","50","53.25","false","47","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","76","199835","0.0-6.0-0.22","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=253, right=300, diff=47]","null","numerosity","html-keyboard-response","77","200343","0.0-6.0-1.22","30","female","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2176.4000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","78","202522","0.0-6.0-2.22","30","female","","-1","-1","","","","right","52.25","50","52.25","true","46","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","79","202840","0.0-6.0-0.23","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=254, right=300, diff=46]","null","numerosity","html-keyboard-response","80","203348","0.0-6.0-1.23","30","female","","-1","-1","254","300","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2105.300000000745","Confidence judgement (first response)","","confidence_first","html-keyboard-response","81","205456","0.0-6.0-2.23","30","female","","-1","-1","","","","right","52.75","50","52.75","true","46","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","82","205796","0.0-6.0-0.24","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=254, right=300, diff=46]","null","numerosity","html-keyboard-response","83","206304","0.0-6.0-1.24","30","female","","-1","-1","254","300","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1898.7000000011176","Confidence judgement (first response)","","confidence_first","html-keyboard-response","84","208206","0.0-6.0-2.24","30","female","","-1","-1","","","","right","76.75","50","76.75","true","45","","","","","","","","","","","","","","","","","","","","","",""
"11598","expInstruc","0","expInstructions","html-button-response","85","219807","0.0-7.0-0.0","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13413","expInstruc","0","expInstructions","html-button-response","86","233222","0.0-7.0-0.1","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10900","expInstruc","0","expInstructions","html-button-response","87","244123","0.0-7.0-0.2","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5865","expInstruc","0","expInstructions","html-button-response","88","249990","0.0-7.0-0.3","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3348","expInstruc","0","expInstructions","html-button-response","89","253340","0.0-7.0-0.4","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3048","expInstruc","0","expInstructions","html-button-response","90","256391","0.0-7.0-0.5","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4498","expInstruc","0","expInstructions","html-button-response","91","260891","0.0-7.0-0.6","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5497","expInstruc","0","expInstructions","html-button-response","92","266390","0.0-7.0-0.7","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6881","expInstruc","0","expInstructions","html-button-response","93","273273","0.0-7.0-0.8","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3382","expInstruc","0","expInstructions","html-button-response","94","276657","0.0-7.0-0.9","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12849","expInstruc","0","expInstructions","html-button-response","95","289508","0.0-7.0-0.10","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1431","expInstruc","0","expInstructions","html-button-response","96","290941","0.0-7.0-0.11","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3931","block message","0","block_message","html-button-response","97","294874","0.0-8.0","30","female","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","98","295194","0.0-9.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=255, right=300, diff=45]","null","numerosity","html-keyboard-response","99","295702","0.0-9.0-1.0","30","female","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2870.4000000003725","Confidence judgement (first response)","","confidence_first","html-keyboard-response","100","298575","0.0-9.0-2.0","30","female","","-1","-1","","","","right","56.25","50","56.25","true","45","","","","","","","","","","","","","","","","","","","","","",""
"1330","[advice choice Y,N]","0","advice_choice","html-button-response","101","299908","0.0-9.0-3.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","102","300712","0.0-9.0-3.0-1.0-0.0","30","female","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"10026","Confidence judgment (second response)","","confidence_second","html-keyboard-response","103","310743","0.0-9.0-6.0","30","female","","-1","-1","","","","right","56.25","50","56.25","true","44","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","104","310745","0.0-10.0","30","female","","","","","","","","","","","","","","","0","0","0","255","300","45","right","56.25","1","yes","right","right","56.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","105","311201","0.0-11.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=256, right=300, diff=44]","null","numerosity","html-keyboard-response","106","311709","0.0-11.0-1.0","30","female","","-1","-1","256","300","44","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2947.2999999988824","Confidence judgement (first response)","","confidence_first","html-keyboard-response","107","314659","0.0-11.0-2.0","30","female","","-1","-1","","","","left","62.75","62.75","50","false","46","","","","","","","","","","","","","","","","","","","","","",""
"1180","noAdvice","0","no_advice_display","html-button-response","108","315841","0.0-11.0-5.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","109","316644","0.0-11.0-5.0-1.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1227.5999999996275","Confidence judgment (second response)","","confidence_second","html-keyboard-response","110","317875","0.0-11.0-6.0","30","female","","-1","-1","","","","left","62.75","62.75","50","false","48","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","111","317879","0.0-12.0","30","female","","","","","","","","","","","","","","","0","1","1","256","300","44","left","62.75","3","yes","right","left","62.75","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","112","318198","0.0-13.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=252, right=300, diff=48]","null","numerosity","html-keyboard-response","113","318707","0.0-13.0-1.0","30","female","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2283.2999999988824","Confidence judgement (first response)","","confidence_first","html-keyboard-response","114","320993","0.0-13.0-2.0","30","female","","-1","-1","","","","right","80.75","50","80.75","true","48","","","","","","","","","","","","","","","","","","","","","",""
"1164","forcedAdvice","0","forced_advice_display","html-button-response","115","322158","0.0-13.0-4.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","116","322962","0.0-13.0-4.0-1.0","30","female","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"4660.9000000003725","Confidence judgment (second response)","","confidence_second","html-keyboard-response","117","327626","0.0-13.0-6.0","30","female","","-1","-1","","","","right","99.25","50","99.25","true","47","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","118","327629","0.0-14.0","30","female","","","","","","","","","","","","","","","0","2","2","252","300","48","right","80.75","2","yes","right","right","99.25","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","119","328107","0.0-15.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=253, diff=47]","null","numerosity","html-keyboard-response","120","328615","0.0-15.0-1.0","30","female","","-1","-1","300","253","47","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2458.2999999988824","Confidence judgement (first response)","","confidence_first","html-keyboard-response","121","331077","0.0-15.0-2.0","30","female","","-1","-1","","","","left","75.5","75.5","50","true","47","","","","","","","","","","","","","","","","","","","","","",""
"1180","forcedAdvice","0","forced_advice_display","html-button-response","122","332259","0.0-15.0-4.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","123","333063","0.0-15.0-4.0-1.0","30","female","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"2226.800000000745","Confidence judgment (second response)","","confidence_second","html-keyboard-response","124","335293","0.0-15.0-6.0","30","female","","-1","-1","","","","left","98.75","98.75","50","true","46","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","125","335296","0.0-16.0","30","female","","","","","","","","","","","","","","","0","3","3","300","253","47","left","75.5","2","yes","left","left","98.75","true","","","","","",""
"3344","block message","0","block_message","html-button-response","126","338642","0.0-17.0","30","female","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","127","338848","0.0-18.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=254, right=300, diff=46]","null","numerosity","html-keyboard-response","128","339357","0.0-18.0-1.0","30","female","","-1","-1","254","300","46","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2150.199999999255","Confidence judgement (first response)","","confidence_first","html-keyboard-response","129","341510","0.0-18.0-2.0","30","female","","-1","-1","","","","right","71.75","50","71.75","true","46","","","","","","","","","","","","","","","","","","","","","",""
"1097","forcedAdvice","0","forced_advice_display","html-button-response","130","342609","0.0-18.0-4.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","131","343412","0.0-18.0-4.0-1.0","30","female","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"4145","Confidence judgment (second response)","","confidence_second","html-keyboard-response","132","347560","0.0-18.0-6.0","30","female","","-1","-1","","","","right","98.5","50","98.5","true","45","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","133","347562","0.0-19.0","30","female","","","","","","","","","","","","","","","0","4","4","254","300","46","right","71.75","2","yes","right","right","98.5","true","","","","","",""
"5495","attncheck","0","attncheck","html-button-response","134","353059","0.0-20.0","30","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Stop","","","",""
"null","fixation","null","fixation","html-keyboard-response","135","353448","0.0-21.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=255, right=300, diff=45]","null","numerosity","html-keyboard-response","136","353957","0.0-21.0-1.0","30","female","","-1","-1","255","300","45","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2334.0999999996275","Confidence judgement (first response)","","confidence_first","html-keyboard-response","137","356294","0.0-21.0-2.0","30","female","","-1","-1","","","","right","98.5","50","98.5","true","45","","","","","","","","","","","","","","","","","","","","","",""
"1064","noAdvice","0","no_advice_display","html-button-response","138","357360","0.0-21.0-5.0-0.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","blank","null","blank_screen","html-keyboard-response","139","358163","0.0-21.0-5.0-1.0","30","female","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
