"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","pracInstructions","html-button-response","11","192504","0.0-5.0-0.6","3634","pracInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","html-button-response","12","232966","0.0-6.0","40461","<div style= ""font-size: 24px; color: white"">
                        
                            <p>First, Please hold a credit card up to your screen.</p>
                            <p>Adjust this box until it matches the size of the credit card.</p>
                            <div id=""calibration-box"" style=""
                                width: 506px;
                                height: 319px;
                                border: 2px solid white;
                                background-color: rgba(255,255,255,0.2);
                                margin: 20px auto;
                                resize: both;
                                overflow: hidden;
                            ""></div>
                        </div>
                    ","0","94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","13","234321","0.0-7.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","14","234832","0.0-7.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","15","243423","0.0-7.0-2.0","8587.899999976158","Confidence judgement (first response)","","","-1","-1","","","","left","96.5","96.5","50","true","19","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","16","244820","0.0-8.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","17","245332","0.0-8.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","18","247473","0.0-8.0-2.0","2140.2000000476837","Confidence judgement (first response)","","","-1","-1","","","","right","83.5","50","83.5","true","19","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","19","248966","0.0-9.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","20","249478","0.0-9.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","21","252460","0.0-9.0-2.0","2980.899999976158","Confidence judgement (first response)","","","-1","-1","","","","right","57","50","57","true","19","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","22","253771","0.0-10.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","23","254282","0.0-10.0-1.0","null","[Dot display: left=300, right=281, diff=19]","null","","-1","-1","300","281","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","24","256781","0.0-10.0-2.0","2497.399999976158","Confidence judgement (first response)","","","-1","-1","","","","right","57.25","50","57.25","false","30","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","25","258097","0.0-11.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","26","258608","0.0-11.0-1.0","null","[Dot display: left=270, right=300, diff=30]","null","","-1","-1","270","300","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","27","261284","0.0-11.0-2.0","2673.600000023842","Confidence judgement (first response)","","","-1","-1","","","","right","53.5","50","53.5","true","29","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","28","262501","0.0-12.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","29","263012","0.0-12.0-1.0","null","[Dot display: left=300, right=271, diff=29]","null","","-1","-1","300","271","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","30","265755","0.0-12.0-2.0","2741.100000023842","Confidence judgement (first response)","","","-1","-1","","","","right","51.25","50","51.25","false","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","31","267136","0.0-13.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","32","267647","0.0-13.0-1.0","null","[Dot display: left=264, right=300, diff=36]","null","","-1","-1","264","300","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","33","269757","0.0-13.0-2.0","2107.2999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","77.5","50","77.5","true","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","34","271211","0.0-14.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","35","271723","0.0-14.0-1.0","null","[Dot display: left=300, right=266, diff=34]","null","","-1","-1","300","266","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","36","274411","0.0-14.0-2.0","2685.5999999046326","Confidence judgement (first response)","","","-1","-1","","","","left","65.5","65.5","50","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","37","275671","0.0-15.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","38","276182","0.0-15.0-1.0","null","[Dot display: left=267, right=300, diff=33]","null","","-1","-1","267","300","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","39","279915","0.0-15.0-2.0","3731.2000000476837","Confidence judgement (first response)","","","-1","-1","","","","left","62.25","62.25","50","false","38","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","40","281136","0.0-16.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","41","281646","0.0-16.0-1.0","null","[Dot display: left=262, right=300, diff=38]","null","","-1","-1","262","300","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","42","283584","0.0-16.0-2.0","1935.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","75.75","50","75.75","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","43","285061","0.0-17.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","44","285573","0.0-17.0-1.0","null","[Dot display: left=263, right=300, diff=37]","null","","-1","-1","263","300","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","45","288187","0.0-17.0-2.0","2612.100000023842","Confidence judgement (first response)","","","-1","-1","","","","right","51.25","50","51.25","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","46","289626","0.0-18.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","47","290138","0.0-18.0-1.0","null","[Dot display: left=264, right=300, diff=36]","null","","-1","-1","264","300","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","48","291690","0.0-18.0-2.0","1549.7000000476837","Confidence judgement (first response)","","","-1","-1","","","","right","62.25","50","62.25","true","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","49","293071","0.0-19.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","50","293582","0.0-19.0-1.0","null","[Dot display: left=300, right=265, diff=35]","null","","-1","-1","300","265","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","51","295642","0.0-19.0-2.0","2059","Confidence judgement (first response)","","","-1","-1","","","","left","71.5","71.5","50","true","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","52","297086","0.0-20.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","53","297597","0.0-20.0-1.0","null","[Dot display: left=266, right=300, diff=34]","null","","-1","-1","266","300","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","54","299413","0.0-20.0-2.0","1814.1000000238419","Confidence judgement (first response)","","","-1","-1","","","","right","62.5","50","62.5","true","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","55","300686","0.0-21.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","56","301197","0.0-21.0-1.0","null","[Dot display: left=300, right=266, diff=34]","null","","-1","-1","300","266","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","57","303214","0.0-21.0-2.0","2015.1999999284744","Confidence judgement (first response)","","","-1","-1","","","","right","59","50","59","false","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","58","304580","0.0-22.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","59","305092","0.0-22.0-1.0","null","[Dot display: left=300, right=263, diff=37]","null","","-1","-1","300","263","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","60","579287","0.0-22.0-2.0","274180.90000009537","Confidence judgement (first response)","","","-1","-1","","","","left","86.25","86.25","50","true","36","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","61","580593","0.0-23.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","62","581104","0.0-23.0-1.0","null","[Dot display: left=264, right=300, diff=36]","null","","-1","-1","264","300","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","63","583459","0.0-23.0-2.0","2352.5","Confidence judgement (first response)","","","-1","-1","","","","right","89.75","50","89.75","true","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","64","584848","0.0-24.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","65","585364","0.0-24.0-1.0","null","[Dot display: left=265, right=300, diff=35]","null","","-1","-1","265","300","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","66","586928","0.0-24.0-2.0","1561.3999999761581","Confidence judgement (first response)","","","-1","-1","","","","right","75.25","50","75.25","true","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","67","588178","0.0-25.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","68","588694","0.0-25.0-1.0","null","[Dot display: left=300, right=265, diff=35]","null","","-1","-1","300","265","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","69","590964","0.0-25.0-2.0","2267.899999976158","Confidence judgement (first response)","","","-1","-1","","","","left","55.25","55.25","50","true","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","70","592257","0.0-26.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","71","592768","0.0-26.0-1.0","null","[Dot display: left=266, right=300, diff=34]","null","","-1","-1","266","300","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","72","594534","0.0-26.0-2.0","1763.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","right","80","50","80","true","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","73","595902","0.0-27.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","74","596414","0.0-27.0-1.0","null","[Dot display: left=266, right=300, diff=34]","null","","-1","-1","266","300","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","75","598286","0.0-27.0-2.0","1870.1999999284744","Confidence judgement (first response)","","","-1","-1","","","","right","78.5","50","78.5","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","76","599603","0.0-28.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","77","600115","0.0-28.0-1.0","null","[Dot display: left=267, right=300, diff=33]","null","","-1","-1","267","300","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","78","602188","0.0-28.0-2.0","2071.3000000715256","Confidence judgement (first response)","","","-1","-1","","","","right","67","50","67","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","79","603693","0.0-29.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","80","604204","0.0-29.0-1.0","null","[Dot display: left=300, right=267, diff=33]","null","","-1","-1","300","267","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","81","606058","0.0-29.0-2.0","1851.7000000476837","Confidence judgement (first response)","","","-1","-1","","","","right","72.5","50","72.5","false","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","82","607532","0.0-30.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","83","608043","0.0-30.0-1.0","null","[Dot display: left=265, right=300, diff=35]","null","","-1","-1","265","300","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","84","609895","0.0-30.0-2.0","1848.8999999761581","Confidence judgement (first response)","","","-1","-1","","","","right","68.5","50","68.5","true","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","85","611182","0.0-31.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","86","611694","0.0-31.0-1.0","null","[Dot display: left=266, right=300, diff=34]","null","","-1","-1","266","300","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","87","613496","0.0-31.0-2.0","1800.3999999761581","Confidence judgement (first response)","","","-1","-1","","","","right","60","50","60","true","34","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","88","662729","0.0-32.0-0.0","49231","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","89","669669","0.0-32.0-0.1","6938","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","90","674739","0.0-32.0-0.2","5069","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","91","1096515","0.0-32.0-0.3","421780","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","92","1100902","0.0-32.0-0.4","4386","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","93","1106956","0.0-32.0-0.5","6054","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","94","1111259","0.0-32.0-0.6","4302","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","95","1117180","0.0-32.0-0.7","5920","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","96","1129205","0.0-32.0-0.8","12024","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","97","1138562","0.0-32.0-0.9","9355","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","98","1143997","0.0-32.0-0.10","5434","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","99","1151671","0.0-32.0-0.11","7672","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","100","1153022","0.0-32.0-0.12","1349","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","block_message","html-button-response","101","1156291","0.0-33.0","3267","block message","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","102","1157705","0.0-34.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","103","1158218","0.0-34.0-1.0","null","[Dot display: left=266, right=300, diff=34]","null","","-1","-1","266","300","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","104","1161562","0.0-34.0-2.0","3341.600000023842","Confidence judgement (first response)","","","-1","-1","","","","right","66.75","50","66.75","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","105","1163796","0.0-34.0-4.0-0.0","2233","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","106","1164605","0.0-34.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","107","1167881","0.0-34.0-6.0","3274","Confidence judgment (second response)","","","-1","-1","","","","right","66.75","50","66.75","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","108","1167902","0.0-35.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","0","0","266","300","34","right","66.75","true","3341.600000023842","2","nan","left","right","66.75","false","true","3274","","","","","","",""
"","fixation","html-keyboard-response","109","1169369","0.0-36.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","110","1169882","0.0-36.0-1.0","null","[Dot display: left=300, right=267, diff=33]","null","","-1","-1","300","267","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","111","1172686","0.0-36.0-2.0","2801.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","left","62.5","62.5","50","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","112","1174120","0.0-36.0-4.0-0.0","1433","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","113","1174930","0.0-36.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","114","1177839","0.0-36.0-6.0","2903.899999976158","Confidence judgment (second response)","","","-1","-1","","","","left","62.5","62.5","50","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","115","1177843","0.0-37.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","1","1","300","267","33","left","62.5","true","2801.7999999523163","2","nan","left","left","62.5","true","true","2903.899999976158","","","","","","",""
"","fixation","html-keyboard-response","116","1179321","0.0-38.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","117","1179836","0.0-38.0-1.0","null","[Dot display: left=267, right=300, diff=33]","null","","-1","-1","267","300","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","118","1182310","0.0-38.0-2.0","2470.899999976158","Confidence judgement (first response)","","","-1","-1","","","","right","96.5","50","96.5","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","119","1183961","0.0-38.0-3.0-0.0","1650","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","120","1184770","0.0-38.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","121","1186696","0.0-38.0-6.0","1923.2999999523163","Confidence judgment (second response)","","","-1","-1","","","","right","96.5","50","96.5","true","33","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","122","1186698","0.0-39.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","2","2","267","300","33","right","96.5","true","2470.899999976158","1","no","left","right","96.5","false","true","1923.2999999523163","","","","","","",""
"","fixation","html-keyboard-response","123","1188125","0.0-40.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","124","1188636","0.0-40.0-1.0","null","[Dot display: left=300, right=267, diff=33]","null","","-1","-1","300","267","33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","125","1191383","0.0-40.0-2.0","2744.1999999284744","Confidence judgement (first response)","","","-1","-1","","","","left","70.75","70.75","50","true","32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","126","1192881","0.0-40.0-5.0-0.0","1497","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","127","1193690","0.0-40.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","128","1195452","0.0-40.0-6.0","1760","Confidence judgment (second response)","","","-1","-1","","","","left","70.75","70.75","50","true","32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","129","1195455","0.0-41.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","3","3","300","267","33","left","70.75","true","2744.1999999284744","3","no","left","left","70.75","true","true","1760","","","","","","",""
"","fixation","html-keyboard-response","130","1196700","0.0-42.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","131","1197212","0.0-42.0-1.0","null","[Dot display: left=300, right=268, diff=32]","null","","-1","-1","300","268","32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","132","1200022","0.0-42.0-2.0","2808.1999999284744","Confidence judgement (first response)","","","-1","-1","","","","left","97.75","97.75","50","true","32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","133","1201456","0.0-42.0-5.0-0.0","1432","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","134","1202265","0.0-42.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","135","1203340","0.0-42.0-6.0","1073.4000000953674","Confidence judgment (second response)","","","-1","-1","","","","left","97.75","97.75","50","true","32","","","","","","","","","","","","","","","","","","","","","","","","","","",""
