"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","expInstructions","html-button-response","97","634643","0.0-32.0-0.9","10182","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","98","638291","0.0-32.0-0.10","3647","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","99","658577","0.0-32.0-0.11","20285","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","100","660610","0.0-32.0-0.12","2031","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","block_message","html-button-response","101","667093","0.0-33.0","6480","block message","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","102","668386","0.0-34.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","103","668895","0.0-34.0-1.0","null","[Dot display: left=300, right=277, diff=23]","null","","-1","-1","300","277","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","104","674544","0.0-34.0-2.0","5644.399999856949","Confidence judgement (first response)","","","-1","-1","","","","left","84.5","84.5","50","true","22","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","105","677344","0.0-34.0-3.0-0.0","2796","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","106","678148","0.0-34.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","107","687342","0.0-34.0-6.0","9191.599999904633","Confidence judgment (second response)","","","-1","-1","","","","left","99.5","99.5","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","108","687345","0.0-35.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","0","0","300","277","23","left","84.5","true","5644.399999856949","1","yes","left","left","99.5","true","","9191.599999904633","","","","","","",""
"","fixation","html-keyboard-response","109","688792","0.0-36.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","110","689300","0.0-36.0-1.0","null","[Dot display: left=278, right=300, diff=22]","null","","-1","-1","278","300","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","111","695144","0.0-36.0-2.0","5840.5","Confidence judgement (first response)","","","-1","-1","","","","right","59.75","50","59.75","true","22","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","112","697809","0.0-36.0-4.0-0.0","2663","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","113","698612","0.0-36.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","114","712725","0.0-36.0-6.0","14110.699999809265","Confidence judgment (second response)","","","-1","-1","","","","right","99.5","50","99.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","115","712728","0.0-37.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","1","1","278","300","22","right","59.75","true","5840.5","2","yes","right","right","99.5","true","","14110.699999809265","","","","","","",""
"","fixation","html-keyboard-response","116","713965","0.0-38.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","117","714474","0.0-38.0-1.0","null","[Dot display: left=300, right=278, diff=22]","null","","-1","-1","300","278","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","118","717977","0.0-38.0-2.0","3499.5","Confidence judgement (first response)","","","-1","-1","","","","left","74","74","50","true","22","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","119","720326","0.0-38.0-3.0-0.0","2346","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","120","721130","0.0-38.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","121","724226","0.0-38.0-6.0","3092.9000000953674","Confidence judgment (second response)","","","-1","-1","","","","left","74","74","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","122","724227","0.0-39.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","2","2","300","278","22","left","74","true","3499.5","1","no","right","left","74","false","","3092.9000000953674","","","","","","",""
"","fixation","html-keyboard-response","123","725706","0.0-40.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","124","726216","0.0-40.0-1.0","null","[Dot display: left=278, right=300, diff=22]","null","","-1","-1","278","300","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","125","729785","0.0-40.0-2.0","3507.399999856949","Confidence judgement (first response)","","","-1","-1","","","","right","65","50","65","true","21","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","126","732104","0.0-40.0-5.0-0.0","2314","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","127","732908","0.0-40.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","128","735450","0.0-40.0-6.0","2540.600000143051","Confidence judgment (second response)","","","-1","-1","","","","right","65","50","65","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","129","735451","0.0-41.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","3","3","278","300","22","right","65","true","3507.399999856949","3","no","right","right","65","true","","2540.600000143051","","","","","","",""
"","fixation","html-keyboard-response","130","736741","0.0-42.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","131","737248","0.0-42.0-1.0","null","[Dot display: left=300, right=279, diff=21]","null","","-1","-1","300","279","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","132","743136","0.0-42.0-2.0","5884.700000047684","Confidence judgement (first response)","","","-1","-1","","","","left","84.75","84.75","50","true","21","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","133","745035","0.0-42.0-3.0-0.0","1896","[advice choice Y,N]","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","134","745839","0.0-42.0-3.0-1.0-0.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","135","750004","0.0-42.0-6.0","4160.899999856949","Confidence judgment (second response)","","","-1","-1","","","","left","98.75","98.75","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","136","750008","0.0-43.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","4","4","300","279","21","left","84.75","true","5884.700000047684","1","yes","left","left","98.75","true","","4160.899999856949","","","","","","",""
