"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","pracInstructions","html-button-response","10","527325","0.0-5.0-0.5","4059","pracInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","pracInstructions","html-button-response","11","533747","0.0-5.0-0.6","6421","pracInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","html-button-response","12","547452","0.0-6.0","13703","<div style= ""font-size: 24px; color: white"">
                        
                            <p>First, Please hold a credit card up to your screen.</p>
                            <p>Adjust this box until it matches the size of the credit card.</p>
                            <div id=""calibration-box"" style=""
                                width: 506px;
                                height: 319px;
                                border: 2px solid white;
                                background-color: rgba(255,255,255,0.2);
                                margin: 20px auto;
                                resize: both;
                                overflow: hidden;
                            ""></div>
                        </div>
                    ","0","151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","13","548753","0.0-7.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","14","549263","0.0-7.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","15","556410","0.0-7.0-2.0","7142.100000023842","Confidence judgement (first response)","","","-1","-1","","","","left","53","53","50","false","39","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","16","557862","0.0-8.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","17","558377","0.0-8.0-1.0","null","[Dot display: left=300, right=250, diff=50]","null","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","18","570976","0.0-8.0-2.0","12597.600000023842","Confidence judgement (first response)","","","-1","-1","","","","left","55","55","50","true","37","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","19","572471","0.0-9.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","20","572981","0.0-9.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","21","577925","0.0-9.0-2.0","4941","Confidence judgement (first response)","","","-1","-1","","","","right","94","50","94","true","35","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","22","579203","0.0-10.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","23","579713","0.0-10.0-1.0","null","[Dot display: left=300, right=265, diff=35]","null","","-1","-1","300","265","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","24","584579","0.0-10.0-2.0","4862.699999928474","Confidence judgement (first response)","","","-1","-1","","","","left","93.75","93.75","50","true","31","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","25","585931","0.0-11.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","26","586442","0.0-11.0-1.0","null","[Dot display: left=269, right=300, diff=31]","null","","-1","-1","269","300","31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","27","590639","0.0-11.0-2.0","4195.299999952316","Confidence judgement (first response)","","","-1","-1","","","","right","95.25","50","95.25","true","27","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","28","592142","0.0-12.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","29","592657","0.0-12.0-1.0","null","[Dot display: left=273, right=300, diff=27]","null","","-1","-1","273","300","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","30","595925","0.0-12.0-2.0","3265.399999976158","Confidence judgement (first response)","","","-1","-1","","","","right","89.5","50","89.5","true","23","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","31","597426","0.0-13.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","32","597941","0.0-13.0-1.0","null","[Dot display: left=277, right=300, diff=23]","null","","-1","-1","277","300","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","33","602025","0.0-13.0-2.0","4081.7999999523163","Confidence judgement (first response)","","","-1","-1","","","","left","93.25","93.25","50","false","40","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","34","603512","0.0-14.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","35","604024","0.0-14.0-1.0","null","[Dot display: left=260, right=300, diff=40]","null","","-1","-1","260","300","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","36","607456","0.0-14.0-2.0","3429.399999976158","Confidence judgement (first response)","","","-1","-1","","","","left","92.25","92.25","50","false","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","37","608901","0.0-15.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","38","609411","0.0-15.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","39","613565","0.0-15.0-2.0","4150.899999976158","Confidence judgement (first response)","","","-1","-1","","","","right","95.25","50","95.25","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","40","614895","0.0-16.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","41","615410","0.0-16.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","42","631939","0.0-16.0-2.0","16527.100000023842","Confidence judgement (first response)","","","-1","-1","","","","left","91","91","50","false","52","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","43","633295","0.0-17.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","44","633811","0.0-17.0-1.0","null","[Dot display: left=300, right=248, diff=52]","null","","-1","-1","300","248","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","45","639552","0.0-17.0-2.0","5738.5","Confidence judgement (first response)","","","-1","-1","","","","left","94.75","94.75","50","true","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","46","640929","0.0-18.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","47","641444","0.0-18.0-1.0","null","[Dot display: left=300, right=249, diff=51]","null","","-1","-1","300","249","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","48","645387","0.0-18.0-2.0","3941","Confidence judgement (first response)","","","-1","-1","","","","left","99.25","99.25","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","49","646658","0.0-19.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","50","647173","0.0-19.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","51","654023","0.0-19.0-2.0","6848.199999928474","Confidence judgement (first response)","","","-1","-1","","","","right","99.25","50","99.25","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","52","655440","0.0-20.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","53","655948","0.0-20.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","54","663339","0.0-20.0-2.0","7389.199999928474","Confidence judgement (first response)","","","-1","-1","","","","left","100","100","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","55","664557","0.0-21.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","56","665066","0.0-21.0-1.0","null","[Dot display: left=300, right=252, diff=48]","null","","-1","-1","300","252","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","57","671302","0.0-21.0-2.0","6233.700000047684","Confidence judgement (first response)","","","-1","-1","","","","left","99.75","99.75","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","58","672558","0.0-22.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","59","673069","0.0-22.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","60","678772","0.0-22.0-2.0","5701.300000071526","Confidence judgement (first response)","","","-1","-1","","","","left","73.25","73.25","50","false","51","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","61","679998","0.0-23.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","62","680516","0.0-23.0-1.0","null","[Dot display: left=300, right=249, diff=51]","null","","-1","-1","300","249","51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","63","686025","0.0-23.0-2.0","5506.700000047684","Confidence judgement (first response)","","","-1","-1","","","","left","99.75","99.75","50","true","50","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","64","687361","0.0-24.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","65","687877","0.0-24.0-1.0","null","[Dot display: left=250, right=300, diff=50]","null","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","66","692686","0.0-24.0-2.0","4808","Confidence judgement (first response)","","","-1","-1","","","","right","99.75","50","99.75","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","67","694155","0.0-25.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","68","694668","0.0-25.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","69","705257","0.0-25.0-2.0","10587.5","Confidence judgement (first response)","","","-1","-1","","","","left","100","100","50","true","49","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","70","706549","0.0-26.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","71","707063","0.0-26.0-1.0","null","[Dot display: left=300, right=251, diff=49]","null","","-1","-1","300","251","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","72","712037","0.0-26.0-2.0","4972","Confidence judgement (first response)","","","-1","-1","","","","left","100","100","50","true","48","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","73","713364","0.0-27.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","74","713878","0.0-27.0-1.0","null","[Dot display: left=252, right=300, diff=48]","null","","-1","-1","252","300","48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","75","718312","0.0-27.0-2.0","4431.199999928474","Confidence judgement (first response)","","","-1","-1","","","","right","71.5","50","71.5","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","76","719628","0.0-28.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","77","720137","0.0-28.0-1.0","null","[Dot display: left=300, right=253, diff=47]","null","","-1","-1","300","253","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","78","726903","0.0-28.0-2.0","6764","Confidence judgement (first response)","","","-1","-1","","","","left","99.75","99.75","50","true","47","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","79","728280","0.0-29.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","80","728792","0.0-29.0-1.0","null","[Dot display: left=253, right=300, diff=47]","null","","-1","-1","253","300","47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","81","735527","0.0-29.0-2.0","6733","Confidence judgement (first response)","","","-1","-1","","","","right","75.75","50","75.75","true","46","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","82","736981","0.0-30.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","83","737493","0.0-30.0-1.0","null","[Dot display: left=254, right=300, diff=46]","null","","-1","-1","254","300","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","84","743444","0.0-30.0-2.0","5948.899999976158","Confidence judgement (first response)","","","-1","-1","","","","right","99","50","99","true","46","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","85","744723","0.0-31.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","86","745235","0.0-31.0-1.0","null","[Dot display: left=300, right=254, diff=46]","null","","-1","-1","300","254","46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","87","758836","0.0-31.0-2.0","13597.899999976158","Confidence judgement (first response)","","","-1","-1","","","","left","100","100","50","true","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","88","781201","0.0-32.0-0.0","22363","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","89","814929","0.0-32.0-0.1","33726","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","90","825211","0.0-32.0-0.2","10281","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","91","840540","0.0-32.0-0.3","15328","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","92","848175","0.0-32.0-0.4","7634","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","93","859490","0.0-32.0-0.5","11314","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","94","908268","0.0-32.0-0.6","48776","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","95","923860","0.0-32.0-0.7","15591","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","96","941179","0.0-32.0-0.8","17317","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","97","947695","0.0-32.0-0.9","6515","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","98","952342","0.0-32.0-0.10","4645","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","99","966847","0.0-32.0-0.11","14504","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","expInstructions","html-button-response","100","969403","0.0-32.0-0.12","2555","expInstruc","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","block_message","html-button-response","101","977330","0.0-33.0","7925","block message","0","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","fixation","html-keyboard-response","102","978598","0.0-34.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","103","979110","0.0-34.0-1.0","null","[Dot display: left=300, right=255, diff=45]","null","","-1","-1","300","255","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","104","988756","0.0-34.0-2.0","9644","Confidence judgement (first response)","","","-1","-1","","","","left","95","95","50","true","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","105","993984","0.0-34.0-4.0-0.0","5226","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","106","994802","0.0-34.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","107","998031","0.0-34.0-6.0","3226.600000023842","Confidence judgment (second response)","","","-1","-1","","","","left","95","95","50","true","45","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","108","998047","0.0-35.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","0","0","300","255","45","left","95","true","9644","2","nan","left","left","95","true","true","3226.600000023842","","","","","","",""
"","fixation","html-keyboard-response","109","999305","0.0-36.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","110","999822","0.0-36.0-1.0","null","[Dot display: left=300, right=255, diff=45]","null","","-1","-1","300","255","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","111","1005459","0.0-36.0-2.0","5635","Confidence judgement (first response)","","","-1","-1","","","","left","99.75","99.75","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","112","1006963","0.0-36.0-5.0-0.0","1503","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","113","1007773","0.0-36.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","114","1010946","0.0-36.0-6.0","3171.1999999284744","Confidence judgment (second response)","","","-1","-1","","","","left","99.75","99.75","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","115","1010949","0.0-37.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","1","1","300","255","45","left","99.75","true","5635","3","nan","left","left","99.75","true","true","3171.1999999284744","","","","","","",""
"","attncheck","html-button-response","116","1023291","0.0-38.0","12339","attncheck","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Continue","","","","",""
"","fixation","html-keyboard-response","117","1024680","0.0-39.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","118","1025185","0.0-39.0-1.0","null","[Dot display: left=300, right=256, diff=44]","null","","-1","-1","300","256","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","119","1028521","0.0-39.0-2.0","3334","Confidence judgement (first response)","","","-1","-1","","","","left","99.5","99.5","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","120","1033438","0.0-39.0-5.0-0.0","4915","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","121","1034239","0.0-39.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","122","1039291","0.0-39.0-6.0","5051.099999904633","Confidence judgment (second response)","","","-1","-1","","","","left","98.25","98.25","50","true","44","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","123","1039294","0.0-40.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","2","2","300","256","44","left","99.5","true","3334","3","nan","left","left","98.25","true","true","5051.099999904633","","","","","","",""
"","fixation","html-keyboard-response","124","1040592","0.0-41.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","125","1041102","0.0-41.0-1.0","null","[Dot display: left=256, right=300, diff=44]","null","","-1","-1","256","300","44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","126","1045248","0.0-41.0-2.0","4143.399999976158","Confidence judgement (first response)","","","-1","-1","","","","right","87.25","50","87.25","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","127","1049431","0.0-41.0-4.0-0.0","4181","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","128","1050236","0.0-41.0-4.0-1.0","null","[advice: right]","null","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","129","1055531","0.0-41.0-6.0","5292.899999976158","Confidence judgment (second response)","","","-1","-1","","","","right","94.75","50","94.75","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","130","1055534","0.0-42.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","3","3","256","300","44","right","87.25","true","4143.399999976158","2","nan","right","right","94.75","true","true","5292.899999976158","","","","","","",""
"","fixation","html-keyboard-response","131","1056799","0.0-43.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","132","1057313","0.0-43.0-1.0","null","[Dot display: left=257, right=300, diff=43]","null","","-1","-1","257","300","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","133","1062472","0.0-43.0-2.0","5157","Confidence judgement (first response)","","","-1","-1","","","","right","99.5","50","99.5","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","134","1065901","0.0-43.0-5.0-0.0","3428","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","135","1066717","0.0-43.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","136","1074290","0.0-43.0-6.0","7570.599999904633","Confidence judgment (second response)","","","-1","-1","","","","right","100","50","100","true","43","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","137","1074292","0.0-44.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","0","4","4","257","300","43","right","99.5","true","5157","3","nan","right","right","100","true","true","7570.599999904633","","","","","","",""
