"rt","stimulus","response","task","trial_type","trial_index","time_elapsed","internal_node_id","participant_age","participant_gender","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response"
"null","fixation","null","fixation","html-keyboard-response","13","356130","0.0-6.0-0.1","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=250, diff=50]","null","numerosity","html-keyboard-response","14","356645","0.0-6.0-1.1","31","non-binary","","-1","-1","300","250","50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1644","Confidence judgement (first response)","","confidence_first","html-keyboard-response","15","358293","0.0-6.0-2.1","31","non-binary","","-1","-1","","","","left","95","95","50","true","37","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","16","358530","0.0-6.0-0.2","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=250, right=300, diff=50]","null","numerosity","html-keyboard-response","17","359043","0.0-6.0-1.2","31","non-binary","","-1","-1","250","300","50","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1054","Confidence judgement (first response)","","confidence_first","html-keyboard-response","18","360098","0.0-6.0-2.2","31","non-binary","","-1","-1","","","","left","97.75","97.75","50","false","53","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","19","360503","0.0-6.0-0.3","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=247, right=300, diff=53]","null","numerosity","html-keyboard-response","20","361017","0.0-6.0-1.3","31","non-binary","","-1","-1","247","300","53","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1863","Confidence judgement (first response)","","confidence_first","html-keyboard-response","21","362883","0.0-6.0-2.3","31","non-binary","","-1","-1","","","","right","94","50","94","true","52","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","22","363267","0.0-6.0-0.4","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=248, diff=52]","null","numerosity","html-keyboard-response","23","363796","0.0-6.0-1.4","31","non-binary","","-1","-1","300","248","52","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1172","Confidence judgement (first response)","","confidence_first","html-keyboard-response","24","364970","0.0-6.0-2.4","31","non-binary","","-1","-1","","","","right","92","50","92","false","58","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","25","365387","0.0-6.0-0.5","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=242, right=300, diff=58]","null","numerosity","html-keyboard-response","26","365919","0.0-6.0-1.5","31","non-binary","","-1","-1","242","300","58","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"965","Confidence judgement (first response)","","confidence_first","html-keyboard-response","27","366886","0.0-6.0-2.5","31","non-binary","","-1","-1","","","","left","96.5","96.5","50","false","62","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","28","367303","0.0-6.0-0.6","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","29","367818","0.0-6.0-1.6","31","non-binary","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1029","Confidence judgement (first response)","","confidence_first","html-keyboard-response","30","368850","0.0-6.0-2.6","31","non-binary","","-1","-1","","","","right","97","50","97","true","61","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","31","369324","0.0-6.0-0.7","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=239, diff=61]","null","numerosity","html-keyboard-response","32","369870","0.0-6.0-1.7","31","non-binary","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1249","Confidence judgement (first response)","","confidence_first","html-keyboard-response","33","371124","0.0-6.0-2.7","31","non-binary","","-1","-1","","","","left","98.25","98.25","50","true","60","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","34","371514","0.0-6.0-0.8","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=240, diff=60]","null","numerosity","html-keyboard-response","35","372028","0.0-6.0-1.8","31","non-binary","","-1","-1","300","240","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1101","Confidence judgement (first response)","","confidence_first","html-keyboard-response","36","373129","0.0-6.0-2.8","31","non-binary","","-1","-1","","","","left","94","94","50","true","60","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","37","373414","0.0-6.0-0.9","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=240, right=300, diff=60]","null","numerosity","html-keyboard-response","38","373929","0.0-6.0-1.9","31","non-binary","","-1","-1","240","300","60","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12037","Confidence judgement (first response)","","confidence_first","html-keyboard-response","39","385969","0.0-6.0-2.9","31","non-binary","","-1","-1","","","","left","95.5","95.5","50","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","40","386188","0.0-6.0-0.10","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","41","386698","0.0-6.0-1.10","31","non-binary","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1140","Confidence judgement (first response)","","confidence_first","html-keyboard-response","42","387841","0.0-6.0-2.10","31","non-binary","","-1","-1","","","","left","96.5","96.5","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","43","388069","0.0-6.0-0.11","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","44","388590","0.0-6.0-1.11","31","non-binary","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1037","Confidence judgement (first response)","","confidence_first","html-keyboard-response","45","389628","0.0-6.0-2.11","31","non-binary","","-1","-1","","","","right","99","50","99","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","46","389870","0.0-6.0-0.12","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=238, diff=62]","null","numerosity","html-keyboard-response","47","390385","0.0-6.0-1.12","31","non-binary","","-1","-1","300","238","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"789","Confidence judgement (first response)","","confidence_first","html-keyboard-response","48","391178","0.0-6.0-2.12","31","non-binary","","-1","-1","","","","right","92.75","50","92.75","false","65","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","49","391505","0.0-6.0-0.13","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=235, diff=65]","null","numerosity","html-keyboard-response","50","392016","0.0-6.0-1.13","31","non-binary","","-1","-1","300","235","65","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1815","Confidence judgement (first response)","","confidence_first","html-keyboard-response","51","393833","0.0-6.0-2.13","31","non-binary","","-1","-1","","","","right","92.25","50","92.25","false","68","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","52","394105","0.0-6.0-0.14","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=232, diff=68]","null","numerosity","html-keyboard-response","53","394620","0.0-6.0-1.14","31","non-binary","","-1","-1","300","232","68","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1160","Confidence judgement (first response)","","confidence_first","html-keyboard-response","54","395783","0.0-6.0-2.14","31","non-binary","","-1","-1","","","","left","96.5","96.5","50","true","68","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","55","396192","0.0-6.0-0.15","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=232, right=300, diff=68]","null","numerosity","html-keyboard-response","56","396707","0.0-6.0-1.15","31","non-binary","","-1","-1","232","300","68","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1189","Confidence judgement (first response)","","confidence_first","html-keyboard-response","57","397899","0.0-6.0-2.15","31","non-binary","","-1","-1","","","","right","92.25","50","92.25","true","67","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","58","398280","0.0-6.0-0.16","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=233, right=300, diff=67]","null","numerosity","html-keyboard-response","59","398791","0.0-6.0-1.16","31","non-binary","","-1","-1","233","300","67","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1722","Confidence judgement (first response)","","confidence_first","html-keyboard-response","60","400515","0.0-6.0-2.16","31","non-binary","","-1","-1","","","","right","88.75","50","88.75","true","66","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","61","400926","0.0-6.0-0.17","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=234, right=300, diff=66]","null","numerosity","html-keyboard-response","62","401461","0.0-6.0-1.17","31","non-binary","","-1","-1","234","300","66","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1324","Confidence judgement (first response)","","confidence_first","html-keyboard-response","63","402788","0.0-6.0-2.17","31","non-binary","","-1","-1","","","","right","83","50","83","true","66","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","64","403054","0.0-6.0-0.18","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=234, right=300, diff=66]","null","numerosity","html-keyboard-response","65","403568","0.0-6.0-1.18","31","non-binary","","-1","-1","234","300","66","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"959","Confidence judgement (first response)","","confidence_first","html-keyboard-response","66","404527","0.0-6.0-2.18","31","non-binary","","-1","-1","","","","right","91","50","91","true","65","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","67","405008","0.0-6.0-0.19","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=235, right=300, diff=65]","null","numerosity","html-keyboard-response","68","405542","0.0-6.0-1.19","31","non-binary","","-1","-1","235","300","65","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1108","Confidence judgement (first response)","","confidence_first","html-keyboard-response","69","406651","0.0-6.0-2.19","31","non-binary","","-1","-1","","","","right","87.5","50","87.5","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","70","407042","0.0-6.0-0.20","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=236, diff=64]","null","numerosity","html-keyboard-response","71","407576","0.0-6.0-1.20","31","non-binary","","-1","-1","300","236","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"985","Confidence judgement (first response)","","confidence_first","html-keyboard-response","72","408563","0.0-6.0-2.20","31","non-binary","","-1","-1","","","","left","91.5","91.5","50","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","73","408887","0.0-6.0-0.21","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","74","409402","0.0-6.0-1.21","31","non-binary","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"981","Confidence judgement (first response)","","confidence_first","html-keyboard-response","75","410385","0.0-6.0-2.21","31","non-binary","","-1","-1","","","","right","88","50","88","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","76","410863","0.0-6.0-0.22","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","77","411377","0.0-6.0-1.22","31","non-binary","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"994","Confidence judgement (first response)","","confidence_first","html-keyboard-response","78","412372","0.0-6.0-2.22","31","non-binary","","-1","-1","","","","right","92","50","92","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","79","412846","0.0-6.0-0.23","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","80","413359","0.0-6.0-1.23","31","non-binary","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"954","Confidence judgement (first response)","","confidence_first","html-keyboard-response","81","414316","0.0-6.0-2.23","31","non-binary","","-1","-1","","","","right","93.75","50","93.75","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","82","414812","0.0-6.0-0.24","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","83","415335","0.0-6.0-1.24","31","non-binary","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1152","Confidence judgement (first response)","","confidence_first","html-keyboard-response","84","416491","0.0-6.0-2.24","31","non-binary","","-1","-1","","","","right","89.5","50","89.5","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1517","expInstruc","0","expInstructions","html-button-response","85","418012","0.0-7.0-0.0","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1204","expInstruc","0","expInstructions","html-button-response","86","419219","0.0-7.0-0.1","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"553","expInstruc","0","expInstructions","html-button-response","87","419776","0.0-7.0-0.2","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"501","expInstruc","0","expInstructions","html-button-response","88","420279","0.0-7.0-0.3","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"492","expInstruc","0","expInstructions","html-button-response","89","420773","0.0-7.0-0.4","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"824","expInstruc","0","expInstructions","html-button-response","90","421599","0.0-7.0-0.5","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"456","expInstruc","0","expInstructions","html-button-response","91","422058","0.0-7.0-0.6","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"476","expInstruc","0","expInstructions","html-button-response","92","422535","0.0-7.0-0.7","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"711","expInstruc","0","expInstructions","html-button-response","93","423249","0.0-7.0-0.8","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"544","expInstruc","0","expInstructions","html-button-response","94","423796","0.0-7.0-0.9","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"745","expInstruc","0","expInstructions","html-button-response","95","424546","0.0-7.0-0.10","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732","expInstruc","0","expInstructions","html-button-response","96","425279","0.0-7.0-0.11","31","non-binary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2974","block message","0","block_message","html-button-response","97","428257","0.0-8.0","31","non-binary","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","98","428739","0.0-9.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=239, right=300, diff=61]","null","numerosity","html-keyboard-response","99","429252","0.0-9.0-1.0","31","non-binary","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1391","Confidence judgement (first response)","","confidence_first","html-keyboard-response","100","430642","0.0-9.0-2.0","31","non-binary","","-1","-1","","","","right","91","50","91","true","61","","","","","","","","","","","","","","","","","","","","","",""
"1969","forcedAdvice","0","forced_advice_display","html-button-response","101","432612","0.0-9.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","102","433454","0.0-9.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"1336","Confidence judgment (second response)","","confidence_second","html-keyboard-response","103","434793","0.0-9.0-6.0","31","non-binary","","-1","-1","","","","left","93","93","50","false","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","104","434796","0.0-10.0","31","non-binary","","","","","","","","","","","","","","","0","0","0","239","300","61","right","91","2","nan","left","left","93","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","105","435053","0.0-11.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=237, right=300, diff=63]","null","numerosity","html-keyboard-response","106","435567","0.0-11.0-1.0","31","non-binary","","-1","-1","237","300","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1518","Confidence judgement (first response)","","confidence_first","html-keyboard-response","107","437087","0.0-11.0-2.0","31","non-binary","","-1","-1","","","","right","90.75","50","90.75","true","63","","","","","","","","","","","","","","","","","","","","","",""
"848","[advice choice Y,N]","0","advice_choice","html-button-response","108","437940","0.0-11.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","109","438751","0.0-11.0-3.0-1.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"912","Confidence judgment (second response)","","confidence_second","html-keyboard-response","110","439666","0.0-11.0-6.0","31","non-binary","","-1","-1","","","","left","90.75","90.75","50","false","65","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","111","439670","0.0-12.0","31","non-binary","","","","","","","","","","","","","","","0","1","1","237","300","63","right","90.75","1","yes","left","left","90.75","false","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","112","439950","0.0-13.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=235, right=300, diff=65]","null","numerosity","html-keyboard-response","113","440461","0.0-13.0-1.0","31","non-binary","","-1","-1","235","300","65","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1114","Confidence judgement (first response)","","confidence_first","html-keyboard-response","114","441577","0.0-13.0-2.0","31","non-binary","","-1","-1","","","","right","93.75","50","93.75","true","64","","","","","","","","","","","","","","","","","","","","","",""
"923","forcedAdvice","0","forced_advice_display","html-button-response","115","442504","0.0-13.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","116","443307","0.0-13.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1006","Confidence judgment (second response)","","confidence_second","html-keyboard-response","117","444315","0.0-13.0-6.0","31","non-binary","","-1","-1","","","","right","90.5","50","90.5","true","64","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","118","444316","0.0-14.0","31","non-binary","","","","","","","","","","","","","","","0","2","2","235","300","65","right","93.75","2","yes","right","right","90.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","119","444740","0.0-15.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=236, right=300, diff=64]","null","numerosity","html-keyboard-response","120","445257","0.0-15.0-1.0","31","non-binary","","-1","-1","236","300","64","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"935","Confidence judgement (first response)","","confidence_first","html-keyboard-response","121","446193","0.0-15.0-2.0","31","non-binary","","-1","-1","","","","right","97","50","97","true","63","","","","","","","","","","","","","","","","","","","","","",""
"974","forcedAdvice","0","forced_advice_display","html-button-response","122","447167","0.0-15.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: right]","null","show_advice","html-keyboard-response","123","447980","0.0-15.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","right","","","","","","","","","","","","","","","","","","","",""
"1179","Confidence judgment (second response)","","confidence_second","html-keyboard-response","124","449161","0.0-15.0-6.0","31","non-binary","","-1","-1","","","","right","93.75","50","93.75","true","63","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","125","449165","0.0-16.0","31","non-binary","","","","","","","","","","","","","","","0","3","3","236","300","64","right","97","2","yes","right","right","93.75","true","","","","","",""
"1252","block message","0","block_message","html-button-response","126","450420","0.0-17.0","31","non-binary","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","127","450750","0.0-18.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=300, right=237, diff=63]","null","numerosity","html-keyboard-response","128","451269","0.0-18.0-1.0","31","non-binary","","-1","-1","300","237","63","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1310","Confidence judgement (first response)","","confidence_first","html-keyboard-response","129","452582","0.0-18.0-2.0","31","non-binary","","-1","-1","","","","left","93.5","93.5","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"931","forcedAdvice","0","forced_advice_display","html-button-response","130","453516","0.0-18.0-4.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[advice: left]","null","show_advice","html-keyboard-response","131","454321","0.0-18.0-4.0-1.0","31","non-binary","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","",""
"990","Confidence judgment (second response)","","confidence_second","html-keyboard-response","132","455312","0.0-18.0-6.0","31","non-binary","","-1","-1","","","","left","93.5","93.5","50","true","62","","","","","","","","","","","","","","","","","","","","","",""
"null","consolidated-trial-data","null","consolidated-trial-data","consolidated-trial-data","133","455313","0.0-19.0","31","non-binary","","","","","","","","","","","","","","","0","4","4","300","237","63","left","93.5","2","yes","left","left","93.5","true","","","","","",""
"null","fixation","null","fixation","html-keyboard-response","134","455788","0.0-20.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","[Dot display: left=238, right=300, diff=62]","null","numerosity","html-keyboard-response","135","456316","0.0-20.0-1.0","31","non-binary","","-1","-1","238","300","62","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1331","Confidence judgement (first response)","","confidence_first","html-keyboard-response","136","457650","0.0-20.0-2.0","31","non-binary","","-1","-1","","","","right","97.5","50","97.5","true","62","","","","","","","","","","","","","","","","","","","","","",""
"888","[advice choice Y,N]","0","advice_choice","html-button-response","137","458541","0.0-20.0-3.0-0.0","31","non-binary","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
